Rank,Name,NA_Sales,EU_Sales,Global_Sales
13462,Rapala Trophies,0.04,0,0.04
13463,Phoenix Wright: Revived Turnabout,0,0,0.04
13464,Mana Khemia: Alchemists of Al-Revis (JP sales),0,0,0.04
13465,Runaway: A Twist of Fate,0,0.04,0.04
13466,Cheer We Go!,0.04,0,0.04
13467,The Tale of Despereaux,0.04,0,0.04
13468,The Hustle: Detroit Streets,0.02,0.02,0.04
13469,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,0,0,0.04
13470,Tomoyo After: It's a Wonderful Life CS Edition,0,0,0.04
13471,Guilty Gear XX Accent Core,0,0,0.04
13472,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,0,0,0.04
13473,Atelier Escha & Logy: Alchemists of the Dusk Sky,0,0,0.04
13474,Millipede / Super Breakout / Lunar Lander,0.03,0.01,0.04
13475,World Trigger: Borderless Mission,0,0,0.04
13476,Disney's Donald Duck: Goin' Quackers,0.03,0.01,0.04
13478,Assault Rigs,0.02,0.02,0.04
13479,Backyard Baseball '09,0.04,0,0.04
13480,World Championship Spelling,0.04,0,0.04
13481,Yes! PreCure 5,0,0,0.04
13482,Bionicle Heroes,0.04,0,0.04
13483,Tom Clancy's HAWX,0,0.03,0.04
13484,Exist Archive: The Other Side of the Sky,0,0,0.04
13485,Honda ATV Fever,0.04,0,0.04
13486,Operation Flashpoint: Elite,0.03,0.01,0.04
13487,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,0,0,0.04
13488,"Roswell Conspiracies: Aliens, Myths & Legends",0.02,0.02,0.04
13489,Front Mission,0.01,0,0.04
13490,Dead Island Definitive Collection,0.02,0.02,0.04
13491,Sekai no Gohan Shaberu! DS Oryouri Navi,0,0,0.04
13492,Rugby Challenge 3,0,0.04,0.04
13493,Boktai 2: Solar Boy Django,0.03,0.01,0.04
13494,Praetorians,0,0.04,0.04
13495,Candace Kane's Candy Factory,0.04,0,0.04
13496,Nobunaga's Ambition (3DS),0,0,0.04
13497,Angelique Duet,0,0,0.04
13498,Shin Fortune Quest: Sokutaku no Kishi,0,0,0.04
13499,Resident Evil 6,0,0.04,0.04
13500,Crushed Baseball,0.03,0.01,0.04
13501,Dark Arena,0.03,0.01,0.04
13502,Just Sing! Vol. 2,0,0.04,0.04
13503,Heatseeker,0.04,0,0.04
13504,IL-2 Sturmovik: 1946,0,0.04,0.04
13505,Jerry Rice and Nitus' Dog Football,0.04,0,0.04
13506,TOCA Race Driver 2,0.03,0.01,0.04
13507,I.Q. Remix+: Intelligent Qube,0,0,0.04
13508,Sébastien Loeb Rally Evo,0,0.04,0.04
13509,Growlanser,0,0,0.04
13510,Trollz: Hair Affair!,0.03,0.01,0.04
13511,Daito Giken Koushiki Pachi-Slot Simulator: Shake II,0,0,0.04
13512,Grand Slam,0.02,0.02,0.04
13513,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,0,0,0.04
13514,The King of Fighters 2000,0,0,0.04
13515,Coraline,0.04,0,0.04
13516,FIFA Street 2,0.04,0,0.04
13517,M&M's Beach Party,0.04,0,0.04
13518,Dead Head Fred,0.04,0,0.04
13519,D.C.F.S.: Da Capo Four Seasons,0,0,0.04
13520,Hyperdimension Neptunia mk2,0,0,0.04
13521,Disney's Meet the Robinsons,0.03,0.01,0.04
13522,Hanayori Danshi: Koi Seyo Onago,0,0,0.04
13523,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,0,0,0.04
13524,Puyo Puyo Tetris,0,0,0.04
13525,Sonic the Hedgehog 2 (8-bit),0,0,0.04
13526,FlatOut 2,0.03,0.01,0.04
13527,Rogue Trooper,0.02,0.02,0.04
13528,Spy Fiction,0.02,0.02,0.04
13529,R.B.I. Baseball 2016,0.04,0,0.04
13530,Justice League: Chronicles,0.03,0.01,0.04
13531,Resident Evil Director's Cut,0,0,0.04
13532,Doko Demo Issho: Let's Gakkou!,0,0,0.04
13533,Monster Trux Arenas: Special Edition,0.04,0,0.04
13534,Conflict: Desert Storm II - Back to Bagdhad,0.03,0.01,0.04
13535,Top Gun,0.04,0,0.04
13536,Gem Smashers,0.04,0,0.04
13537,Split/Second,0,0.04,0.04
13538,B's-LOG Party♪,0,0,0.04
13539,King Arthur,0.03,0.01,0.04
13540,Chicken Shoot,0.03,0.01,0.04
13541,Dai Senryaku VII: Modern Military Tactics,0.03,0.01,0.04
13542,Gormiti: The Lords of Nature!,0.04,0,0.04
13543,White Album 2: Shiawase no Mukougawa,0,0,0.04
13544,Painkiller: Hell & Damnation,0.02,0.02,0.04
13545,Go Go Ackman 3,0,0,0.04
13546,WSC Real 11: World Snooker Championship,0,0.04,0.04
13547,Advance Guardian Heroes,0.03,0.01,0.04
13548,Casual Mania!,0.04,0,0.04
13549,Castle of Shikigami III,0.04,0,0.04
13550,Star X,0.03,0.01,0.04
13551,Jewel Quest 5: The Sleepless Star,0.01,0.02,0.04
13552,Get Up and Dance,0.03,0.01,0.04
13553,The King of Fighters Kyo,0,0,0.04
13554,Yowamushi Pedal,0,0,0.04
13555,WarTech: Senko no Ronde,0.04,0,0.04
13556,Record of Agarest War: Marriage,0,0,0.04
13557,San-X Land: Theme Park de Asobou!,0,0,0.04
13558,Corpse Party: Book of Shadows,0,0,0.04
13559,428: Fuusa Sareta Shibuya de,0,0,0.04
13560,Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,0,0,0.04
13561,Starry ? Sky: After Spring,0,0,0.04
13562,Life is Strange,0.01,0.03,0.04
13563,Need for Speed: ProStreet,0,0.04,0.04
13564,Naruto Shippuden: Dairansen! Kage Bunshin Emaki,0,0,0.04
13565,Mechanic Escape,0,0,0.04
13566,Pro Evolution Soccer 2016,0,0.04,0.04
13567,Twilight Syndrome: Kinjiratera Toshi Densetsu,0,0,0.04
13568,True Love Story 3,0,0,0.04
13569,Little Battlers eXperience W,0,0,0.04
13570,The Smurfs,0.02,0.02,0.04
13571,Strike Force Bowling,0.03,0.01,0.04
13572,Chessmaster,0.03,0.01,0.04
13573,Blood Will Tell: Tezuka Osamu's Dororo,0.02,0.02,0.04
13574,The Kore Gang,0.04,0,0.04
13575,Red Ninja: End of Honor,0.02,0.02,0.04
13576,Kanuchi: Shiroki Tsubasa no Shou,0,0,0.04
13577,Summer Athletics 2009,0,0.04,0.04
13578,SX Superstar,0.03,0.01,0.04
13579,Katekyoo Hitman Reborn! Battle Arena,0,0,0.04
13580,Saint Seiya: The Hades,0,0,0.04
13581,Saki Portable,0,0,0.04
13582,Riding Stables: The Whitakers present Milton and Friends,0,0.04,0.04
13583,Naruto Shippuuden: Shinobi Retsuden III,0,0,0.04
13584,Metal Gear Solid: Digital Graphic Novel,0.02,0,0.04
13585,Max & the Magic Marker,0,0.04,0.04
13586,Outlaw Tennis,0.03,0.01,0.04
13587,Free Running,0.02,0.02,0.04
13588,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,0,0,0.04
13589,Barnyard,0.04,0,0.04
13590,SPRay,0.04,0,0.04
13591,No Rules: Get Phat,0.03,0.01,0.04
13592,Battle Rage,0.04,0,0.04
13593,Zombi Daisuki,0,0,0.04
13594,Igor: The Game,0.04,0,0.04
13595,LEGO Indiana Jones: The Original Adventures,0.02,0.02,0.04
13596,Card Fight!! Vanguard G: Stride to Victory!!,0,0,0.04
13597,"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",0,0,0.04
13598,Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,0,0,0.04
13599,Challenge Me: Maths Workout,0.04,0,0.04
13600,The Invincible Iron Man,0.03,0.01,0.04
13601,NASCAR 07,0.03,0.01,0.04
13602,Refrain no Chika Meikyuu to Majo no Ryodan,0,0,0.04
13603,Dance Dance Revolution Disney Mix,0.02,0.02,0.04
13604,Maken Shao: Demon Sword,0,0,0.04
13605,Playmobil Top Agents,0,0.04,0.04
13606,The Monkey King: The Legend Begins,0.04,0,0.04
13607,Super Robot Taisen OG Infinite Battle,0,0,0.04
13608,Scaler,0.03,0.01,0.04
13609,Attack of the Movies 3D,0.04,0,0.04
13610,BeatMania IIDX 16: Empress + Premium Best,0,0,0.04
13611,FIFA Soccer 2003,0,0,0.04
13612,Emergency Room: Real Life Rescues,0.04,0,0.04
13613,High Heat Baseball 2002,0.02,0.02,0.04
13614,Utawarerumono: Futari no Hakuoro,0,0,0.04
13615,Puyo Pop Fever,0,0,0.04
13616,The Sims 2: Pets,0.01,0.02,0.04
13617,Hana to Ikimo no Rittai Zukan,0,0,0.04
13618,Bloody Roar Extreme,0.03,0.01,0.04
13619,Platinum Sudoku,0.03,0.01,0.04
13620,Kamen Rider: Battride War Genesis,0,0,0.04
13621,Tennis Masters Series 2003,0.03,0.01,0.04
13622,The Sims Deluxe,0.01,0.02,0.04
13623,Port Royale 2,0,0.03,0.04
13624,Amagami,0,0,0.04
13625,Duke Nukem Trilogy: Critical Mass,0.04,0,0.04
13626,MLB SlugFest 20-04,0.03,0.01,0.04
13627,Pocket Pool,0.04,0,0.04
13628,Jissen Pachislot Hisshouhou! Hokuto no Ken DS,0,0,0.04
13629,Lise no Atelier: Ordre no Renkinjutsushi,0,0,0.04
13630,Black & White,0,0.04,0.04
13631,NCIS,0.01,0.02,0.04
13632,The Cube,0,0.04,0.04
13633,Company of Heroes: Tales of Valor,0,0.03,0.04
13634,Myth Makers: Trixie in Toyland,0.04,0,0.04
13635,NatGeo Challenge! Wild Life,0.04,0,0.04
13636,Breath of Fire III,0,0.03,0.04
13637,Torino 2006,0.03,0.01,0.04
13638,Devil May Cry 4,0.01,0.02,0.04
13639,Amnesia,0,0,0.04
13640,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,0,0,0.04
13641,Fashion Week Jr. Designer,0.04,0,0.04
13642,Jewel Quest Mysteries 2: Trail of the Midnight Heart,0,0.04,0.04
13643,Sherlock Holmes: Secret of The Silver Earring,0,0.04,0.04
13644,Metal Slug 4 & 5,0.03,0.01,0.04
13645,Great Battle Full Blast,0,0,0.04
13646,Guilty Gear XX Accent Core,0.03,0,0.04
13647,Hitman (2016),0,0.04,0.04
13648,World Poker Tour,0.04,0,0.04
13649,Saint Seiya: Soldiers' Soul,0,0,0.04
13650,7 Days to Die,0.02,0.02,0.04
13651,Digimon Rumble Arena 2,0.03,0.01,0.04
13652,Doki Doki! PreCure Narikiri Life!,0,0,0.04
13653,Gravity Falls: Legend of the Gnome Gemulets,0.03,0,0.04
13654,Watashi no Relaxuma,0,0,0.04
13655,Phantom Kingdom Portable,0,0,0.04
13656,Pac-Man World Rally,0.04,0,0.04
13657,Way of the Samurai 2 Portable,0,0,0.04
13658,Heroes of Might and Magic V,0,0.03,0.04
13659,Mazes of Fate DS,0.04,0,0.04
13660,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,0,0,0.04
13661,Hellboy: The Science of Evil,0.04,0,0.04
13662,Virtua Tennis 4,0,0.03,0.04
13663,Mortimer Beckett and the Secrets of Spooky Manor,0.04,0,0.04
13664,Farm Frenzy 3,0,0.03,0.04
13666,Little Busters! Converted Edition,0,0,0.04
13667,Unison: Rebels of Rhythm & Dance,0.02,0.02,0.04
13668,Ferrari Challenge Trofeo Pirelli,0,0.03,0.04
13669,WTF: Work Time Fun,0.04,0,0.04
13670,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,0,0,0.04
13671,Major League Baseball 2K12,0.04,0,0.04
13673,Dark Half,0,0,0.04
13674,System 3 presents Ferrari Challenge Trofeo Pirelli,0.03,0.01,0.04
13676,Nitroplus Blasterz: Heroines Infinite Duel,0.01,0,0.04
13677,Imperial Glory,0,0.04,0.04
13678,Lionel Trains: On Track,0.04,0,0.04
13679,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,0,0,0.04
13680,Shukufuku no Campanella Portable,0,0,0.04
13681,The Wolf Among Us,0.01,0.03,0.04
13682,Sonic PC Collection,0,0.04,0.04
13683,Horses 3D,0.04,0,0.04
13684,Yourself Fitness,0.02,0.02,0.04
13685,Chaos;Head - Love Chu*Chu!,0,0,0.04
13686,Lost Planet 3,0,0.03,0.04
13687,Paws & Claws: Regal Resort,0.04,0,0.04
13688,Hannspree Ten Kate Honda: SBK Superbike World Championship,0.03,0,0.04
13689,Star Trek: Shattered Universe,0.03,0.01,0.04
13690,12Riven: The Psi-Climinal of Integral,0,0,0.04
13691,Battle Spirits: Digital Starter,0,0,0.04
13692,Rise of Nations,0.01,0.02,0.04
13693,Deadliest Warrior: Ancient Combat,0.04,0,0.04
13694,WarJetz,0.02,0.02,0.04
13695,Breeding Stud 2,0,0,0.04
13696,Banushi Life Game: Winner's Circle,0,0,0.04
13697,Catwoman,0.03,0.01,0.04
13698,Gakuen Hetalia Portable,0,0,0.04
13699,Gitaroo Man Lives!,0.03,0,0.04
13700,Chibi Maruko-Chan DS: Maru-Chan no Machi,0,0,0.04
13701,Capcom Fighting Evolution,0.03,0.01,0.04
13702,XCOM 2,0.01,0.02,0.04
13703,Company of Heroes: Opposing Fronts,0.01,0.03,0.04
13704,Novastorm,0.02,0.02,0.04
13705,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,0,0,0.04
13706,PopCap Arcade Vol 1,0.04,0,0.04
13707,Dead Ball Zone,0.02,0.02,0.04
13708,NBA in the Zone 2000,0.04,0,0.04
13709,Men of War: Vietnam,0,0.03,0.04
13710,NBA In The Zone '99,0.04,0,0.04
13711,Winning Post World 2010,0,0,0.04
13712,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,0,0,0.04
13713,SWAT: Target Liberty,0.03,0,0.04
13714,OutRun 2006: Coast 2 Coast,0.03,0.01,0.04
13715,Haunted Casino,0,0,0.04
13716,World Series Baseball,0,0,0.04
13717,Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,0,0,0.04
13718,Aeon Flux,0.02,0.02,0.04
13719,Chicken Blaster,0.04,0,0.04
13720,Summer Challenge: Athletics Tournament,0,0.03,0.04
13721,S.Y.K Renshouden Portable,0,0,0.04
13722,Metal Max Returns,0,0,0.04
13723,Shattered Union,0.03,0.01,0.04
13724,Off-Road Drive,0,0.03,0.04
13725,Hanaoni: Yume no Tsudzuki,0,0,0.04
13726,Mat Hoffman's Pro BMX 2,0.03,0.01,0.04
13727,Unchained Blades,0,0,0.04
13728,Harley-Davidson: Road Trip,0.04,0,0.04
13729,Gal*Gun,0,0,0.04
13730,GoGo's Crazy Bones,0,0.04,0.04
13731,MLB 2K12 / NBA 2K12 Combo Pack,0.04,0,0.04
13732,Grand Theft Auto: Vice City,0,0.03,0.04
13734,Ookami Kakushi,0,0,0.04
13735,Zen-Nippon GT Senshuken,0,0,0.04
13736,North American Hunting Extravaganza 2,0.03,0,0.04
13737,City Builder,0.04,0,0.04
13738,PD Ultraman Battle Collection 64,0,0,0.04
13739,Monaco Grand Prix,0.03,0.01,0.04
13740,Worms Armageddon,0.03,0.01,0.04
13741,Rally Challenge 2000,0.03,0.01,0.04
13742,Looney Tunes Duck Dodgers Starring: Daffy Duck,0.03,0.01,0.04
13743,Superman: Countdown to Apokolips,0.03,0.01,0.04
13744,Deadly Arts,0.03,0.01,0.04
13745,Kikou Heidan J-Phoenix 2,0,0,0.04
13746,Sengoku Musou 3 Z Special,0,0,0.04
13747,Dragon's Lair 3D: Return to the Lair,0.03,0.01,0.04
13748,Harukanaru Toki no Naka de 5,0,0,0.04
13749,Meteos: Disney Magic,0.01,0.02,0.04
13750,Worms 4: Mayhem,0.03,0.01,0.04
13751,Resident Evil: Operation Raccoon City,0,0.03,0.04
13752,Winning Post 7 2012,0,0,0.04
13753,Samurai Warriors 2: Empires,0.03,0,0.04
13754,Super Black Bass Fishing,0.04,0,0.04
13755,Point Blank 2,0.02,0.02,0.04
13756,Who Wants to Be a Millionaire: 3rd Edition,0.04,0,0.04
13757,Test Drive: Ferrari Legends,0.04,0,0.04
13758,Saru! Get You! Pipo Saru Senki,0,0,0.04
13759,Infamous: First Light,0,0.03,0.04
13760,J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,0,0,0.04
13761,Imabikisou,0,0,0.04
13762,Logic Machines,0.04,0,0.04
13763,One Piece: Burning Blood,0.03,0.01,0.04
13764,Hakuouki: Reimeiroku Portable,0,0,0.04
13765,Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,0,0,0.04
13766,Antz Extreme Racing,0.02,0.02,0.04
13767,Motto TOEIC Test DS Training,0,0,0.04
13768,Super Robot Gakuen,0,0,0.04
13769,Atelier Iris 3: Grand Phantasm (JP Sales),0,0,0.04
13770,Terraria,0,0.04,0.04
13771,Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,0,0,0.04
13772,Empire Earth III,0,0.03,0.04
13773,Mike Tyson Boxing,0.03,0.01,0.04
13774,Jojo's Fashion Show: Design in a Dash!,0.04,0,0.04
13775,The Legend of Heroes: Trails in the Sky First Chapter,0,0,0.04
13776,Go Diego Go!: Safari Rescue,0.02,0.02,0.04
13777,Deal or No Deal: Special Edition,0.04,0,0.04
13778,Clannad,0,0,0.04
13779,Nobunaga's Ambition: Sphere of Influence,0.03,0,0.04
13780,Fisherman's Challenge,0.02,0.02,0.04
13781,Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,0,0,0.04
13782,Akko ni Omakase! Brain Shock,0,0,0.04
13783,Mission: Impossible - Operation Surma,0.03,0.01,0.04
13784,Guild Wars Trilogy,0,0.03,0.04
13785,Patrician IV,0.03,0,0.04
13786,Deadliest Warrior: Ancient Combat,0.04,0,0.04
13787,King of Fighters: Maximum Impact Regulation A,0,0,0.04
13788,Who Wants to be a Millionaire: 1st Edition,0,0.04,0.04
13789,Star Ocean 5: Integrity and Faithlessness,0,0,0.04
13790,Date A Live: Rine Utopia,0,0,0.04
13791,CSI: Fatal Conspiracy,0,0.03,0.04
13792,Durarara!! 3way Standoff: Alley,0,0,0.04
13793,Surf's Up,0.03,0,0.04
13794,Fritz Chess,0,0.03,0.04
13795,The Da Vinci Code,0.03,0.01,0.04
13796,Famicom Mini: Clu Clu Land,0,0,0.04
13797,Astro Boy: The Video Game,0.04,0,0.04
13798,Metal Slug XX,0.03,0,0.04
13799,Sacred Blaze,0,0,0.04
13800,Rollin' Rascals,0.04,0,0.04
13801,Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,0,0,0.04
13802,Thoroughbred Breeder II Plus,0,0,0.04
13803,Pure Pinball,0.03,0.01,0.04
13804,Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,0,0,0.04
13805,Zac to Ombra: Maboroshi no Yuuenchi,0,0,0.04
13806,Resident Evil: Revelations,0,0.03,0.04
13807,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,0,0,0.04
13808,Shadow of the Colossus,0,0,0.04
13809,Phantom Breaker,0.02,0,0.04
13810,Gummy Bears Mini Golf,0.04,0,0.04
13811,Brothers In Arms DS,0.03,0,0.04
13812,Valhalla Knights 2: Battle Stance,0,0,0.04
13813,99 no Namida,0,0,0.04
13814,Clannad,0,0,0.04
13815,Cyber Troopers Virtual-On Marz,0.02,0.01,0.04
13816,Headhunter: Redemption,0.02,0.01,0.04
13817,Ookami to Koushinryou: Boku to Horo no Ichinen,0,0,0.04
13818,Bomberman: Act Zero,0.04,0,0.04
13819,Stuntman,0.03,0.01,0.04
13820,Time Travelers,0,0,0.04
13821,Burnout Paradise: The Ultimate Box,0,0.03,0.04
13822,The Chase: Felix Meets Felicity,0.04,0,0.04
13823,Stoked: Big Air Edition,0.02,0.02,0.04
13824,Syndicate Wars,0.02,0.01,0.04
13825,Castlevania: Lords of Shadow 2,0.01,0.03,0.04
13826,Draglade (JP sales),0,0,0.04
13827,Herc's Adventures,0.02,0.01,0.04
13828,Tiger Woods PGA Tour Golf,0.03,0.01,0.04
13829,Twin Strike: Operation Thunder,0.04,0,0.04
13830,BlazBlue: Chrono Phantasma Extend,0,0,0.04
13831,All Points Bulletin,0,0.03,0.04
13832,Romance of the Three Kingdoms 13,0,0,0.04
13833,The Movies,0.01,0.03,0.04
13834,SuperCar Challenge,0,0.03,0.04
13835,Dreamfall: The Longest Journey,0.03,0.01,0.04
13836,The Sims 4: Spa Day,0,0.04,0.04
13837,Tokimeki Mahjong Paradise: Koi no Tenpai Beat,0,0,0.04
13838,Yuki Yuna is a Hero: Memory of the Forest,0,0,0.04
13839,JASF: Jane's Advanced Strike Fighters,0.02,0.01,0.04
13840,Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,0,0,0.04
13841,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,0,0,0.04
13842,Zatch Bell! Mamodo Fury,0.03,0.01,0.04
13843,Dora's Big Birthday Adventure,0.02,0.01,0.04
13844,PopStar Guitar,0.02,0.01,0.04
13845,Haikyu!! Cross Team Match!,0,0,0.04
13846,NHL Blades of Steel 2000,0.02,0.01,0.04
13847,Outlaw Volleyball Remixed,0.02,0.01,0.04
13848,The Adventures of Darwin,0.01,0,0.04
13849,Scarface: The World is Yours,0.01,0.02,0.04
13850,Blood Bowl,0.01,0.02,0.04
13851,FIFA World Cup Germany 2006,0.03,0,0.04
13852,Supreme Commander: Forged Alliance,0.01,0.02,0.04
13853,Klonoa Heroes: Densetsu no Star Medal,0,0,0.04
13854,Hyperdimension Neptunia Victory II,0,0,0.04
13855,Pajama Sam: You are What You Eat From Your Head to Your Feet,0.02,0.01,0.04
13856,Sid Meier's Railroads!,0.01,0.03,0.04
13857,Jig-A-Pix: Pets,0.03,0,0.04
13858,Brothers: A Tale of Two Sons,0.03,0.01,0.04
13859,Warhammer: Dark Omen,0.02,0.01,0.04
13860,Mobile Suit Gundam: Mokuba no Kiseki,0,0,0.04
13861,Denki Blocks!,0.03,0.01,0.04
13862,A Ressha de Ikou DS,0,0,0.04
13863,Harukanaru Toki no Naka de 4: Aizouban,0,0,0.04
13864,Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,0,0,0.04
13865,Colin McRae Rally 3,0.03,0.01,0.04
13866,Ballistic,0.02,0.01,0.04
13867,Paddington: Adventures in London,0,0.04,0.04
13868,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,0,0,0.04
13869,Caesar IV,0,0.03,0.04
13871,Song of the Deep,0.03,0,0.04
13872,I'm A Celebrity: Get Me Out of Here!,0,0.04,0.04
13873,Gundam Battle Online,0,0,0.04
13874,Harry Potter and the Order of the Phoenix,0,0.03,0.04
13875,Shonen Jump's One Piece: Grand Adventure,0.03,0.01,0.04
13876,Holly Hobbie & Friends,0.04,0,0.04
13877,Kevin Van Dam: Big Bass Challenge,0.04,0,0.04
13878,Stolen,0.02,0.01,0.04
13879,Monster High: New Ghoul in School,0,0.04,0.04
13880,Glacier2,0.04,0,0.04
13881,Rugby Challenge 3,0,0.03,0.04
13882,Memories Off 6: T-Wave,0,0,0.04
13883,Superstars V8 Racing,0,0.02,0.04
13884,Halo: Combat Evolved,0.01,0.02,0.04
13885,Hatsune Miku: Project Diva X,0.01,0,0.04
13886,Bullet Girls 2,0,0,0.04
13887,Famicom Remix Best Choice,0,0,0.04
13888,Pro Race Driver,0.03,0.01,0.04
13889,Sleepover Party,0.03,0,0.04
13890,100 Classic Games,0,0.03,0.04
13891,Ide Yosuke no Mahjong Kazoku,0,0,0.04
13892,Richard Burns Rally,0,0.03,0.04
13893,WRC: FIA World Rally Championship,0.02,0.01,0.04
13894,Quiz Mobile Gundam: Toi Senshi DX,0,0,0.04
13895,R-Type Command (correct US sales),0.04,0,0.04
13896,E.T. The Extra-Terrestrial: Interplanetary Mission,0.02,0.01,0.04
13897,Story Hour: Fairy Tales,0.04,0,0.04
13898,Dynasty Warriors Vol. 2 (JP sales),0,0,0.04
13899,Countdown Vampires,0.02,0.01,0.04
13900,Crypt Killer,0.02,0.01,0.04
13901,Tokumei Sentai Go-Busters,0,0,0.04
13902,Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,0,0,0.04
13903,The Treasures of Montezuma,0.02,0.02,0.04
13904,Saints Row 2,0,0.03,0.04
13905,Harry Potter and the Prisoner of Azkaban,0,0.03,0.04
13906,Battle Hunter,0.02,0.01,0.04
13907,PO'ed,0.02,0.01,0.04
13908,Heathcliff! Frantic Foto,0.04,0,0.04
13909,Adidas Power Soccer,0.02,0.01,0.04
13910,LEGO Jurassic World,0,0.04,0.04
13911,Secret Files 2: Puritas Cordis,0,0.03,0.04
13912,Darklight Conflict,0.02,0.01,0.04
13913,Dragon Ball: Advanced Adventure,0.03,0.01,0.04
13914,Art of Fighting 3: The Path of the Warrior,0,0,0.04
13915,Rabbids Land,0.02,0.01,0.04
13916,Civilization Beyond Earth: Rising Tide,0,0.04,0.04
13917,The Ripping Friends,0.03,0.01,0.04
13918,Rodea the Sky Soldier,0.03,0,0.04
13919,Konami Arcade Classics,0.02,0.01,0.04
13920,Hunter x Hunter: Wonder Adventure,0,0,0.04
13921,Super Army War,0.03,0.01,0.04
13922,Ao no Exorcist: Genkoku no Labyrinth,0,0,0.04
13923,Don Bradman Cricket 14,0,0.04,0.04
13924,Echo Night Beyond,0.02,0.01,0.04
13925,Minna no Chizu,0,0,0.04
13926,Doom II: Hell on Earth,0.03,0.01,0.04
13927,Taikou Risshiden V,0,0,0.04
13928,Shin Hayarigami,0,0,0.04
13929,Jikkyou Powerful Major League,0,0,0.04
13930,Train Simulator 2016,0,0.04,0.04
13931,Corpse Party: Blood Covered - Repeated Fear,0,0,0.04
13932,Suzumiya Haruhi no Tsuisou,0,0,0.04
13933,Zoo Hospital,0.03,0,0.04
13934,Evolution Skateboarding,0.03,0.01,0.04
13935,Greg Hastings' Tournament Paintball Max'd,0.03,0,0.04
13936,The Idolm@ster: Must Songs - Red Board / Blue Board,0,0,0.04
13937,Jikkyou World Soccer 2002,0,0,0.04
13938,Tenshou Gakuen Gekkouroku,0,0,0.04
13939,Ski-Doo Snowmobile Challenge,0.03,0,0.04
13940,Aquanaut's Holiday: Kakusareta Kiroku,0,0,0.04
13941,Real Soccer 2008,0.03,0,0.04
13942,Little Red Riding Hood's Zombie BBQ,0.03,0,0.04
13943,Texas Hold 'Em Poker DS,0.03,0,0.04
13944,DuckTales: Remastered,0.03,0,0.04
13945,APB Reloaded,0.02,0.01,0.04
13946,Railroad Tycoon 3,0,0.03,0.04
13947,Magical Starsign (JP sales),0,0,0.04
13948,Big Mutha Truckers,0.03,0.01,0.04
13949,DT Carnage,0.03,0,0.04
13950,Resident Evil 6,0.03,0,0.04
13951,Teenage Zombies: Invasion of the Alien Brain Thingys,0.03,0,0.04
13952,Ar Nosurge: Ode to an Unborn Star,0,0,0.04
13953,Warriors Orochi 3,0.01,0.03,0.04
